id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
11707,Texas,TX,Throckmorton,Republican,Donald Trump,0.307,25.3,85.3,80.1,51.0,39286,1.8
11708,Texas,TX,Throckmorton,Republican,Marco Rubio,0.121,25.3,85.3,80.1,51.0,39286,1.8
11709,Texas,TX,Throckmorton,Republican,Ben Carson,0.076,25.3,85.3,80.1,51.0,39286,1.8
11710,Texas,TX,Throckmorton,Republican,John Kasich,0.031,25.3,85.3,80.1,51.0,39286,1.8
11711,Texas,TX,Titus,Republican,Ted Cruz,0.442,13.2,46.8,72.1,50.5,42939,79.6
11712,Texas,TX,Titus,Republican,Donald Trump,0.313,13.2,46.8,72.1,50.5,42939,79.6
11713,Texas,TX,Titus,Republican,Marco Rubio,0.123,13.2,46.8,72.1,50.5,42939,79.6
11714,Texas,TX,Titus,Republican,Ben Carson,0.064,13.2,46.8,72.1,50.5,42939,79.6
11715,Texas,TX,Titus,Republican,John Kasich,0.027000000000000003,13.2,46.8,72.1,50.5,42939,79.6
11716,Texas,TX,Travis,Republican,Ted Cruz,0.304,8.4,49.7,87.0,49.6,58025,1034.4
11717,Texas,TX,Travis,Republican,Marco Rubio,0.293,8.4,49.7,87.0,49.6,58025,1034.4
11718,Texas,TX,Travis,Republican,Donald Trump,0.253,8.4,49.7,87.0,49.6,58025,1034.4
11719,Texas,TX,Travis,Republican,John Kasich,0.085,8.4,49.7,87.0,49.6,58025,1034.4
11720,Texas,TX,Travis,Republican,Ben Carson,0.031,8.4,49.7,87.0,49.6,58025,1034.4
11721,Texas,TX,Trinity,Republican,Ted Cruz,0.408,25.3,78.7,81.3,51.8,34555,21.0
11722,Texas,TX,Trinity,Republican,Donald Trump,0.396,25.3,78.7,81.3,51.8,34555,21.0
11723,Texas,TX,Trinity,Republican,Marco Rubio,0.092,25.3,78.7,81.3,51.8,34555,21.0
11724,Texas,TX,Trinity,Republican,Ben Carson,0.034,25.3,78.7,81.3,51.8,34555,21.0
11725,Texas,TX,Trinity,Republican,John Kasich,0.019,25.3,78.7,81.3,51.8,34555,21.0
11726,Texas,TX,Tyler,Republican,Ted Cruz,0.475,20.6,79.2,82.8,45.9,39940,23.5
11727,Texas,TX,Tyler,Republican,Donald Trump,0.359,20.6,79.2,82.8,45.9,39940,23.5
11728,Texas,TX,Tyler,Republican,Marco Rubio,0.081,20.6,79.2,82.8,45.9,39940,23.5
11729,Texas,TX,Tyler,Republican,Ben Carson,0.034,20.6,79.2,82.8,45.9,39940,23.5
11730,Texas,TX,Tyler,Republican,John Kasich,0.021,20.6,79.2,82.8,45.9,39940,23.5
11731,Texas,TX,Upshur,Republican,Ted Cruz,0.516,17.1,80.8,82.5,50.5,46600,67.4
11732,Texas,TX,Upshur,Republican,Donald Trump,0.287,17.1,80.8,82.5,50.5,46600,67.4
11733,Texas,TX,Upshur,Republican,Marco Rubio,0.086,17.1,80.8,82.5,50.5,46600,67.4
11734,Texas,TX,Upshur,Republican,Ben Carson,0.049,17.1,80.8,82.5,50.5,46600,67.4
11735,Texas,TX,Upshur,Republican,John Kasich,0.019,17.1,80.8,82.5,50.5,46600,67.4
11736,Texas,TX,Upton,Republican,Ted Cruz,0.444,13.8,43.3,73.9,49.0,51750,2.7
11737,Texas,TX,Upton,Republican,Donald Trump,0.262,13.8,43.3,73.9,49.0,51750,2.7
11738,Texas,TX,Upton,Republican,Marco Rubio,0.165,13.8,43.3,73.9,49.0,51750,2.7
11739,Texas,TX,Upton,Republican,Ben Carson,0.063,13.8,43.3,73.9,49.0,51750,2.7
11740,Texas,TX,Upton,Republican,John Kasich,0.015,13.8,43.3,73.9,49.0,51750,2.7
11741,Texas,TX,Uvalde,Republican,Ted Cruz,0.46,16.0,27.9,69.1,50.7,34902,17.0
11742,Texas,TX,Uvalde,Republican,Donald Trump,0.301,16.0,27.9,69.1,50.7,34902,17.0
11743,Texas,TX,Uvalde,Republican,Marco Rubio,0.136,16.0,27.9,69.1,50.7,34902,17.0
11744,Texas,TX,Uvalde,Republican,Ben Carson,0.06,16.0,27.9,69.1,50.7,34902,17.0
11745,Texas,TX,Uvalde,Republican,John Kasich,0.019,16.0,27.9,69.1,50.7,34902,17.0
11746,Texas,TX,Victoria,Republican,Ted Cruz,0.47,14.6,46.2,81.8,50.9,50364,98.4
11747,Texas,TX,Victoria,Republican,Donald Trump,0.28,14.6,46.2,81.8,50.9,50364,98.4
11748,Texas,TX,Victoria,Republican,Marco Rubio,0.145,14.6,46.2,81.8,50.9,50364,98.4
11749,Texas,TX,Victoria,Republican,Ben Carson,0.037000000000000005,14.6,46.2,81.8,50.9,50364,98.4
11750,Texas,TX,Victoria,Republican,John Kasich,0.029,14.6,46.2,81.8,50.9,50364,98.4
11751,Texas,TX,Walker,Republican,Ted Cruz,0.455,11.4,57.1,81.7,41.2,37617,86.5
11752,Texas,TX,Walker,Republican,Donald Trump,0.28800000000000003,11.4,57.1,81.7,41.2,37617,86.5
11753,Texas,TX,Walker,Republican,Marco Rubio,0.14,11.4,57.1,81.7,41.2,37617,86.5
11754,Texas,TX,Walker,Republican,Ben Carson,0.05,11.4,57.1,81.7,41.2,37617,86.5
11755,Texas,TX,Walker,Republican,John Kasich,0.03,11.4,57.1,81.7,41.2,37617,86.5
11756,Texas,TX,Waller,Republican,Ted Cruz,0.563,11.5,43.3,80.9,50.2,50097,84.1
11757,Texas,TX,Waller,Republican,Donald Trump,0.278,11.5,43.3,80.9,50.2,50097,84.1
11758,Texas,TX,Waller,Republican,Marco Rubio,0.09,11.5,43.3,80.9,50.2,50097,84.1
11759,Texas,TX,Waller,Republican,Ben Carson,0.032,11.5,43.3,80.9,50.2,50097,84.1
11760,Texas,TX,Waller,Republican,John Kasich,0.016,11.5,43.3,80.9,50.2,50097,84.1
11761,Texas,TX,Ward,Republican,Ted Cruz,0.514,14.1,42.2,71.9,50.3,42568,12.8
11762,Texas,TX,Ward,Republican,Donald Trump,0.265,14.1,42.2,71.9,50.3,42568,12.8
11763,Texas,TX,Ward,Republican,Marco Rubio,0.115,14.1,42.2,71.9,50.3,42568,12.8
11764,Texas,TX,Ward,Republican,Ben Carson,0.055,14.1,42.2,71.9,50.3,42568,12.8
11765,Texas,TX,Ward,Republican,John Kasich,0.018000000000000002,14.1,42.2,71.9,50.3,42568,12.8
11766,Texas,TX,Washington,Republican,Ted Cruz,0.524,19.8,64.8,80.9,50.7,44858,55.8
11767,Texas,TX,Washington,Republican,Donald Trump,0.232,19.8,64.8,80.9,50.7,44858,55.8
11768,Texas,TX,Washington,Republican,Marco Rubio,0.14,19.8,64.8,80.9,50.7,44858,55.8
11769,Texas,TX,Washington,Republican,Ben Carson,0.048,19.8,64.8,80.9,50.7,44858,55.8
11770,Texas,TX,Washington,Republican,John Kasich,0.029,19.8,64.8,80.9,50.7,44858,55.8
11771,Texas,TX,Webb,Republican,Donald Trump,0.349,8.7,3.7,64.2,51.2,39449,74.5
11772,Texas,TX,Webb,Republican,Marco Rubio,0.284,8.7,3.7,64.2,51.2,39449,74.5
11773,Texas,TX,Webb,Republican,Ted Cruz,0.282,8.7,3.7,64.2,51.2,39449,74.5
11774,Texas,TX,Webb,Republican,Ben Carson,0.026,8.7,3.7,64.2,51.2,39449,74.5
11775,Texas,TX,Webb,Republican,John Kasich,0.015,8.7,3.7,64.2,51.2,39449,74.5
11776,Texas,TX,Wharton,Republican,Ted Cruz,0.477,15.8,45.8,74.7,50.7,40411,38.0
11777,Texas,TX,Wharton,Republican,Donald Trump,0.289,15.8,45.8,74.7,50.7,40411,38.0
11778,Texas,TX,Wharton,Republican,Marco Rubio,0.121,15.8,45.8,74.7,50.7,40411,38.0
11779,Texas,TX,Wharton,Republican,Ben Carson,0.032,15.8,45.8,74.7,50.7,40411,38.0
11780,Texas,TX,Wharton,Republican,John Kasich,0.023,15.8,45.8,74.7,50.7,40411,38.0
11781,Texas,TX,Wheeler,Republican,Ted Cruz,0.472,17.2,67.9,80.5,48.9,51766,5.9
11782,Texas,TX,Wheeler,Republican,Donald Trump,0.318,17.2,67.9,80.5,48.9,51766,5.9
11783,Texas,TX,Wheeler,Republican,Marco Rubio,0.085,17.2,67.9,80.5,48.9,51766,5.9
11784,Texas,TX,Wheeler,Republican,Ben Carson,0.061,17.2,67.9,80.5,48.9,51766,5.9
11785,Texas,TX,Wheeler,Republican,John Kasich,0.027000000000000003,17.2,67.9,80.5,48.9,51766,5.9
11786,Texas,TX,Wichita,Republican,Ted Cruz,0.445,13.8,66.6,85.2,48.4,45086,209.5
11787,Texas,TX,Wichita,Republican,Donald Trump,0.266,13.8,66.6,85.2,48.4,45086,209.5
11788,Texas,TX,Wichita,Republican,Marco Rubio,0.16899999999999998,13.8,66.6,85.2,48.4,45086,209.5
11789,Texas,TX,Wichita,Republican,Ben Carson,0.059,13.8,66.6,85.2,48.4,45086,209.5
11790,Texas,TX,Wichita,Republican,John Kasich,0.032,13.8,66.6,85.2,48.4,45086,209.5
11791,Texas,TX,Wilbarger,Republican,Ted Cruz,0.389,16.9,59.9,79.0,51.0,41658,13.9
11792,Texas,TX,Wilbarger,Republican,Donald Trump,0.307,16.9,59.9,79.0,51.0,41658,13.9
11793,Texas,TX,Wilbarger,Republican,Marco Rubio,0.14,16.9,59.9,79.0,51.0,41658,13.9
11794,Texas,TX,Wilbarger,Republican,Ben Carson,0.07200000000000001,16.9,59.9,79.0,51.0,41658,13.9
11795,Texas,TX,Wilbarger,Republican,John Kasich,0.033,16.9,59.9,79.0,51.0,41658,13.9
11796,Texas,TX,Willacy,Republican,Ted Cruz,0.362,12.6,9.4,62.2,45.4,25886,37.5
11797,Texas,TX,Willacy,Republican,Donald Trump,0.359,12.6,9.4,62.2,45.4,25886,37.5
11798,Texas,TX,Willacy,Republican,Marco Rubio,0.199,12.6,9.4,62.2,45.4,25886,37.5
11799,Texas,TX,Willacy,Republican,Ben Carson,0.024,12.6,9.4,62.2,45.4,25886,37.5
11800,Texas,TX,Willacy,Republican,John Kasich,0.018000000000000002,12.6,9.4,62.2,45.4,25886,37.5
11801,Texas,TX,Williamson,Republican,Ted Cruz,0.355,10.9,61.7,92.0,50.9,71803,378.0
11802,Texas,TX,Williamson,Republican,Donald Trump,0.257,10.9,61.7,92.0,50.9,71803,378.0
11803,Texas,TX,Williamson,Republican,Marco Rubio,0.219,10.9,61.7,92.0,50.9,71803,378.0
11804,Texas,TX,Williamson,Republican,John Kasich,0.057,10.9,61.7,92.0,50.9,71803,378.0
11805,Texas,TX,Williamson,Republican,Ben Carson,0.041,10.9,61.7,92.0,50.9,71803,378.0
11806,Texas,TX,Wilson,Republican,Ted Cruz,0.511,14.9,58.2,84.6,49.9,64571,53.4
11807,Texas,TX,Wilson,Republican,Donald Trump,0.285,14.9,58.2,84.6,49.9,64571,53.4
11808,Texas,TX,Wilson,Republican,Marco Rubio,0.12,14.9,58.2,84.6,49.9,64571,53.4
11809,Texas,TX,Wilson,Republican,Ben Carson,0.037000000000000005,14.9,58.2,84.6,49.9,64571,53.4
11810,Texas,TX,Wilson,Republican,John Kasich,0.019,14.9,58.2,84.6,49.9,64571,53.4
11811,Texas,TX,Winkler,Republican,Ted Cruz,0.385,10.9,38.2,70.1,48.7,48992,8.5
11812,Texas,TX,Winkler,Republican,Donald Trump,0.327,10.9,38.2,70.1,48.7,48992,8.5
11813,Texas,TX,Winkler,Republican,Marco Rubio,0.136,10.9,38.2,70.1,48.7,48992,8.5
11814,Texas,TX,Winkler,Republican,Ben Carson,0.059,10.9,38.2,70.1,48.7,48992,8.5
11815,Texas,TX,Winkler,Republican,John Kasich,0.006999999999999999,10.9,38.2,70.1,48.7,48992,8.5
11816,Texas,TX,Wise,Republican,Ted Cruz,0.4970000000000001,14.4,77.9,83.8,49.6,56005,65.4
11817,Texas,TX,Wise,Republican,Donald Trump,0.314,14.4,77.9,83.8,49.6,56005,65.4
11818,Texas,TX,Wise,Republican,Marco Rubio,0.103,14.4,77.9,83.8,49.6,56005,65.4
11819,Texas,TX,Wise,Republican,Ben Carson,0.044,14.4,77.9,83.8,49.6,56005,65.4
11820,Texas,TX,Wise,Republican,John Kasich,0.017,14.4,77.9,83.8,49.6,56005,65.4
11821,Texas,TX,Wood,Republican,Ted Cruz,0.482,26.5,83.3,83.4,50.6,43649,65.0
11822,Texas,TX,Wood,Republican,Donald Trump,0.31,26.5,83.3,83.4,50.6,43649,65.0
11823,Texas,TX,Wood,Republican,Marco Rubio,0.115,26.5,83.3,83.4,50.6,43649,65.0
11824,Texas,TX,Wood,Republican,Ben Carson,0.041,26.5,83.3,83.4,50.6,43649,65.0
11825,Texas,TX,Wood,Republican,John Kasich,0.025,26.5,83.3,83.4,50.6,43649,65.0
11826,Texas,TX,Yoakum,Republican,Ted Cruz,0.439,11.9,34.4,70.3,50.6,49340,9.9
11827,Texas,TX,Yoakum,Republican,Donald Trump,0.257,11.9,34.4,70.3,50.6,49340,9.9
11828,Texas,TX,Yoakum,Republican,Marco Rubio,0.14300000000000002,11.9,34.4,70.3,50.6,49340,9.9
11829,Texas,TX,Yoakum,Republican,Ben Carson,0.077,11.9,34.4,70.3,50.6,49340,9.9
11830,Texas,TX,Yoakum,Republican,John Kasich,0.015,11.9,34.4,70.3,50.6,49340,9.9
11831,Texas,TX,Young,Republican,Ted Cruz,0.463,19.4,78.7,78.6,50.6,44429,20.3
11832,Texas,TX,Young,Republican,Donald Trump,0.298,19.4,78.7,78.6,50.6,44429,20.3
11833,Texas,TX,Young,Republican,Marco Rubio,0.123,19.4,78.7,78.6,50.6,44429,20.3
11834,Texas,TX,Young,Republican,Ben Carson,0.05,19.4,78.7,78.6,50.6,44429,20.3
11835,Texas,TX,Young,Republican,John Kasich,0.029,19.4,78.7,78.6,50.6,44429,20.3
11836,Texas,TX,Zapata,Republican,Donald Trump,0.395,11.6,5.5,54.8,49.6,31109,14.0
11837,Texas,TX,Zapata,Republican,Ted Cruz,0.3720000000000001,11.6,5.5,54.8,49.6,31109,14.0
11838,Texas,TX,Zapata,Republican,Marco Rubio,0.128,11.6,5.5,54.8,49.6,31109,14.0
11839,Texas,TX,Zapata,Republican,Ben Carson,0.047,11.6,5.5,54.8,49.6,31109,14.0
11840,Texas,TX,Zapata,Republican,John Kasich,0.0,11.6,5.5,54.8,49.6,31109,14.0
11841,Texas,TX,Zavala,Republican,Ben Carson,0.0,12.5,6.2,60.3,49.9,25625,9.0
11842,Texas,TX,Zavala,Republican,Ted Cruz,0.0,12.5,6.2,60.3,49.9,25625,9.0
11843,Texas,TX,Zavala,Republican,John Kasich,0.0,12.5,6.2,60.3,49.9,25625,9.0
11844,Texas,TX,Zavala,Republican,Marco Rubio,0.0,12.5,6.2,60.3,49.9,25625,9.0
11845,Texas,TX,Zavala,Republican,Donald Trump,0.0,12.5,6.2,60.3,49.9,25625,9.0
11846,Utah,UT,Beaver,Democrat,Hillary Clinton,0.0,13.7,85.3,90.9,48.7,46660,2.6
11847,Utah,UT,Beaver,Democrat,Bernie Sanders,0.0,13.7,85.3,90.9,48.7,46660,2.6
11848,Utah,UT,Cache,Democrat,Bernie Sanders,0.815,8.6,84.2,92.5,50.1,49506,96.7
11849,Utah,UT,Cache,Democrat,Hillary Clinton,0.177,8.6,84.2,92.5,50.1,49506,96.7
11850,Utah,UT,Carbon,Democrat,Bernie Sanders,0.615,15.3,83.2,86.0,50.3,44724,14.5
11851,Utah,UT,Carbon,Democrat,Hillary Clinton,0.335,15.3,83.2,86.0,50.3,44724,14.5
11852,Utah,UT,Daggett,Democrat,Bernie Sanders,0.867,21.2,93.0,86.0,44.1,46917,1.5
11853,Utah,UT,Daggett,Democrat,Hillary Clinton,0.067,21.2,93.0,86.0,44.1,46917,1.5
11854,Utah,UT,Davis,Democrat,Bernie Sanders,0.8240000000000001,9.1,84.7,95.4,49.6,69707,1025.8
11855,Utah,UT,Davis,Democrat,Hillary Clinton,0.173,9.1,84.7,95.4,49.6,69707,1025.8
11856,Utah,UT,Duchesne,Democrat,Bernie Sanders,0.69,10.9,85.2,86.4,48.9,57683,5.7
11857,Utah,UT,Duchesne,Democrat,Hillary Clinton,0.294,10.9,85.2,86.4,48.9,57683,5.7
11858,Utah,UT,Emery,Democrat,Bernie Sanders,0.653,14.6,91.4,89.8,49.2,52763,2.5
11859,Utah,UT,Emery,Democrat,Hillary Clinton,0.257,14.6,91.4,89.8,49.2,52763,2.5
11860,Utah,UT,Garfield,Democrat,Bernie Sanders,0.737,19.0,89.9,92.0,47.8,45357,1.0
11861,Utah,UT,Garfield,Democrat,Hillary Clinton,0.232,19.0,89.9,92.0,47.8,45357,1.0
11862,Utah,UT,Grand,Democrat,Bernie Sanders,0.7959999999999999,15.9,83.2,91.0,50.1,45888,2.5
11863,Utah,UT,Grand,Democrat,Hillary Clinton,0.202,15.9,83.2,91.0,50.1,45888,2.5
11864,Utah,UT,Iron,Democrat,Bernie Sanders,0.815,11.4,86.3,90.6,50.0,42369,14.0
11865,Utah,UT,Iron,Democrat,Hillary Clinton,0.181,11.4,86.3,90.6,50.0,42369,14.0
11866,Utah,UT,Juab,Democrat,Bernie Sanders,0.775,11.7,92.7,89.9,48.9,55247,3.0
11867,Utah,UT,Juab,Democrat,Hillary Clinton,0.225,11.7,92.7,89.9,48.9,55247,3.0
11868,Utah,UT,Kane,Democrat,Bernie Sanders,0.782,21.5,91.6,94.4,50.0,48540,1.8
11869,Utah,UT,Kane,Democrat,Hillary Clinton,0.21,21.5,91.6,94.4,50.0,48540,1.8
11870,Utah,UT,Millard,Democrat,Bernie Sanders,0.44,16.1,84.1,86.4,49.0,49238,1.9
11871,Utah,UT,Millard,Democrat,Hillary Clinton,0.36,16.1,84.1,86.4,49.0,49238,1.9
11872,Utah,UT,Morgan,Democrat,Bernie Sanders,0.693,11.3,95.3,97.6,49.1,80337,15.5
11873,Utah,UT,Morgan,Democrat,Hillary Clinton,0.26,11.3,95.3,97.6,49.1,80337,15.5
11874,Utah,UT,Piute,Democrat,Hillary Clinton,0.0,24.7,90.2,88.7,48.5,38500,2.1
11875,Utah,UT,Piute,Democrat,Bernie Sanders,0.0,24.7,90.2,88.7,48.5,38500,2.1
11876,Utah,UT,Rich,Democrat,Hillary Clinton,0.0,17.7,93.2,95.3,48.7,50000,2.2
11877,Utah,UT,Rich,Democrat,Bernie Sanders,0.0,17.7,93.2,95.3,48.7,50000,2.2
11878,Utah,UT,Sanpete,Democrat,Bernie Sanders,0.8490000000000001,12.8,85.9,88.4,47.7,48369,17.5
11879,Utah,UT,Sanpete,Democrat,Hillary Clinton,0.141,12.8,85.9,88.4,47.7,48369,17.5
11880,Utah,UT,Sevier,Democrat,Bernie Sanders,0.7140000000000001,15.7,92.3,89.9,49.1,46229,10.9
11881,Utah,UT,Sevier,Democrat,Hillary Clinton,0.28600000000000003,15.7,92.3,89.9,49.1,46229,10.9
11882,Utah,UT,Summit,Democrat,Bernie Sanders,0.6829999999999999,9.8,84.7,93.1,48.9,83336,19.4
11883,Utah,UT,Summit,Democrat,Hillary Clinton,0.312,9.8,84.7,93.1,48.9,83336,19.4
11884,Utah,UT,Tooele,Democrat,Bernie Sanders,0.8,8.6,83.7,92.0,49.5,61412,8.4
11885,Utah,UT,Tooele,Democrat,Hillary Clinton,0.195,8.6,83.7,92.0,49.5,61412,8.4
11886,Utah,UT,Uintah,Democrat,Bernie Sanders,0.763,9.1,82.0,86.2,49.1,62067,7.3
11887,Utah,UT,Uintah,Democrat,Hillary Clinton,0.22,9.1,82.0,86.2,49.1,62067,7.3
11888,Utah,UT,Utah,Democrat,Bernie Sanders,0.853,7.2,83.3,93.6,49.6,60196,257.8
11889,Utah,UT,Utah,Democrat,Hillary Clinton,0.142,7.2,83.3,93.6,49.6,60196,257.8
11890,Utah,UT,Wasatch,Democrat,Bernie Sanders,0.764,9.4,84.2,89.6,48.6,65050,20.0
11891,Utah,UT,Wasatch,Democrat,Hillary Clinton,0.233,9.4,84.2,89.6,48.6,65050,20.0
11892,Utah,UT,Washington,Democrat,Bernie Sanders,0.695,19.6,85.2,91.7,50.5,49279,56.9
11893,Utah,UT,Washington,Democrat,Hillary Clinton,0.304,19.6,85.2,91.7,50.5,49279,56.9
11894,Utah,UT,Wayne,Democrat,Bernie Sanders,0.693,18.8,92.3,95.7,49.2,41458,1.1
11895,Utah,UT,Wayne,Democrat,Hillary Clinton,0.297,18.8,92.3,95.7,49.2,41458,1.1
11896,Utah,UT,Weber,Democrat,Bernie Sanders,0.828,11.1,77.1,88.8,49.8,54974,401.4
11897,Utah,UT,Weber,Democrat,Hillary Clinton,0.16899999999999998,11.1,77.1,88.8,49.8,54974,401.4
11898,Utah,UT,Beaver,Republican,Ted Cruz,0.631,13.7,85.3,90.9,48.7,46660,2.6
11899,Utah,UT,Beaver,Republican,Donald Trump,0.24,13.7,85.3,90.9,48.7,46660,2.6
11900,Utah,UT,Beaver,Republican,John Kasich,0.129,13.7,85.3,90.9,48.7,46660,2.6
11901,Utah,UT,Cache,Republican,Ted Cruz,0.7090000000000001,8.6,84.2,92.5,50.1,49506,96.7
11902,Utah,UT,Cache,Republican,John Kasich,0.187,8.6,84.2,92.5,50.1,49506,96.7
11903,Utah,UT,Cache,Republican,Donald Trump,0.104,8.6,84.2,92.5,50.1,49506,96.7
11904,Utah,UT,Carbon,Republican,Ted Cruz,0.608,15.3,83.2,86.0,50.3,44724,14.5
11905,Utah,UT,Carbon,Republican,Donald Trump,0.3,15.3,83.2,86.0,50.3,44724,14.5
11906,Utah,UT,Carbon,Republican,John Kasich,0.092,15.3,83.2,86.0,50.3,44724,14.5
11907,Utah,UT,Daggett,Republican,Ted Cruz,0.383,21.2,93.0,86.0,44.1,46917,1.5
11908,Utah,UT,Daggett,Republican,Donald Trump,0.35100000000000003,21.2,93.0,86.0,44.1,46917,1.5
11909,Utah,UT,Daggett,Republican,John Kasich,0.266,21.2,93.0,86.0,44.1,46917,1.5
11910,Utah,UT,Davis,Republican,Ted Cruz,0.684,9.1,84.7,95.4,49.6,69707,1025.8
11911,Utah,UT,Davis,Republican,John Kasich,0.203,9.1,84.7,95.4,49.6,69707,1025.8
11912,Utah,UT,Davis,Republican,Donald Trump,0.113,9.1,84.7,95.4,49.6,69707,1025.8
11913,Utah,UT,Duchesne,Republican,Ted Cruz,0.764,10.9,85.2,86.4,48.9,57683,5.7
11914,Utah,UT,Duchesne,Republican,Donald Trump,0.185,10.9,85.2,86.4,48.9,57683,5.7
11915,Utah,UT,Duchesne,Republican,John Kasich,0.051,10.9,85.2,86.4,48.9,57683,5.7
11916,Utah,UT,Emery,Republican,Ted Cruz,0.6459999999999999,14.6,91.4,89.8,49.2,52763,2.5
11917,Utah,UT,Emery,Republican,Donald Trump,0.229,14.6,91.4,89.8,49.2,52763,2.5
11918,Utah,UT,Emery,Republican,John Kasich,0.125,14.6,91.4,89.8,49.2,52763,2.5
11919,Utah,UT,Garfield,Republican,Ted Cruz,0.657,19.0,89.9,92.0,47.8,45357,1.0
11920,Utah,UT,Garfield,Republican,Donald Trump,0.237,19.0,89.9,92.0,47.8,45357,1.0
11921,Utah,UT,Garfield,Republican,John Kasich,0.106,19.0,89.9,92.0,47.8,45357,1.0
11922,Utah,UT,Grand,Republican,Ted Cruz,0.534,15.9,83.2,91.0,50.1,45888,2.5
11923,Utah,UT,Grand,Republican,Donald Trump,0.377,15.9,83.2,91.0,50.1,45888,2.5
11924,Utah,UT,Grand,Republican,John Kasich,0.08900000000000001,15.9,83.2,91.0,50.1,45888,2.5
11925,Utah,UT,Iron,Republican,Ted Cruz,0.655,11.4,86.3,90.6,50.0,42369,14.0
11926,Utah,UT,Iron,Republican,Donald Trump,0.206,11.4,86.3,90.6,50.0,42369,14.0
11927,Utah,UT,Iron,Republican,John Kasich,0.139,11.4,86.3,90.6,50.0,42369,14.0
11928,Utah,UT,Juab,Republican,Ted Cruz,0.767,11.7,92.7,89.9,48.9,55247,3.0
11929,Utah,UT,Juab,Republican,Donald Trump,0.14,11.7,92.7,89.9,48.9,55247,3.0
11930,Utah,UT,Juab,Republican,John Kasich,0.093,11.7,92.7,89.9,48.9,55247,3.0
11931,Utah,UT,Kane,Republican,Ted Cruz,0.649,21.5,91.6,94.4,50.0,48540,1.8
11932,Utah,UT,Kane,Republican,Donald Trump,0.24,21.5,91.6,94.4,50.0,48540,1.8
11933,Utah,UT,Kane,Republican,John Kasich,0.112,21.5,91.6,94.4,50.0,48540,1.8
11934,Utah,UT,Millard,Republican,Ted Cruz,0.7120000000000001,16.1,84.1,86.4,49.0,49238,1.9
11935,Utah,UT,Millard,Republican,Donald Trump,0.184,16.1,84.1,86.4,49.0,49238,1.9
11936,Utah,UT,Millard,Republican,John Kasich,0.104,16.1,84.1,86.4,49.0,49238,1.9
11937,Utah,UT,Morgan,Republican,Ted Cruz,0.731,11.3,95.3,97.6,49.1,80337,15.5
11938,Utah,UT,Morgan,Republican,Donald Trump,0.152,11.3,95.3,97.6,49.1,80337,15.5
11939,Utah,UT,Morgan,Republican,John Kasich,0.117,11.3,95.3,97.6,49.1,80337,15.5
11940,Utah,UT,Piute,Republican,Ted Cruz,0.512,24.7,90.2,88.7,48.5,38500,2.1
11941,Utah,UT,Piute,Republican,Donald Trump,0.417,24.7,90.2,88.7,48.5,38500,2.1
11942,Utah,UT,Piute,Republican,John Kasich,0.071,24.7,90.2,88.7,48.5,38500,2.1
11943,Utah,UT,Rich,Republican,Ted Cruz,0.7859999999999999,17.7,93.2,95.3,48.7,50000,2.2
11944,Utah,UT,Rich,Republican,Donald Trump,0.123,17.7,93.2,95.3,48.7,50000,2.2
11945,Utah,UT,Rich,Republican,John Kasich,0.091,17.7,93.2,95.3,48.7,50000,2.2
11946,Utah,UT,Sanpete,Republican,Ted Cruz,0.69,12.8,85.9,88.4,47.7,48369,17.5
11947,Utah,UT,Sanpete,Republican,Donald Trump,0.187,12.8,85.9,88.4,47.7,48369,17.5
11948,Utah,UT,Sanpete,Republican,John Kasich,0.124,12.8,85.9,88.4,47.7,48369,17.5
11949,Utah,UT,Sevier,Republican,Ted Cruz,0.642,15.7,92.3,89.9,49.1,46229,10.9
11950,Utah,UT,Sevier,Republican,Donald Trump,0.238,15.7,92.3,89.9,49.1,46229,10.9
11951,Utah,UT,Sevier,Republican,John Kasich,0.12,15.7,92.3,89.9,49.1,46229,10.9
11952,Utah,UT,Summit,Republican,Ted Cruz,0.436,9.8,84.7,93.1,48.9,83336,19.4
11953,Utah,UT,Summit,Republican,Donald Trump,0.298,9.8,84.7,93.1,48.9,83336,19.4
11954,Utah,UT,Summit,Republican,John Kasich,0.267,9.8,84.7,93.1,48.9,83336,19.4
11955,Utah,UT,Tooele,Republican,Ted Cruz,0.708,8.6,83.7,92.0,49.5,61412,8.4
11956,Utah,UT,Tooele,Republican,Donald Trump,0.152,8.6,83.7,92.0,49.5,61412,8.4
11957,Utah,UT,Tooele,Republican,John Kasich,0.141,8.6,83.7,92.0,49.5,61412,8.4
11958,Utah,UT,Uintah,Republican,Ted Cruz,0.7390000000000001,9.1,82.0,86.2,49.1,62067,7.3
11959,Utah,UT,Uintah,Republican,Donald Trump,0.198,9.1,82.0,86.2,49.1,62067,7.3
11960,Utah,UT,Uintah,Republican,John Kasich,0.063,9.1,82.0,86.2,49.1,62067,7.3
11961,Utah,UT,Utah,Republican,Ted Cruz,0.755,7.2,83.3,93.6,49.6,60196,257.8
11962,Utah,UT,Utah,Republican,John Kasich,0.154,7.2,83.3,93.6,49.6,60196,257.8
11963,Utah,UT,Utah,Republican,Donald Trump,0.091,7.2,83.3,93.6,49.6,60196,257.8
11964,Utah,UT,Wasatch,Republican,Ted Cruz,0.644,9.4,84.2,89.6,48.6,65050,20.0
