id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
0,Alabama,AL,Autauga,Democrat,Hillary Clinton,0.8,13.8,75.6,85.6,51.4,53682,91.8
1,Alabama,AL,Autauga,Democrat,Bernie Sanders,0.182,13.8,75.6,85.6,51.4,53682,91.8
2,Alabama,AL,Baldwin,Democrat,Hillary Clinton,0.647,18.7,83.0,89.1,51.2,50221,114.6
3,Alabama,AL,Baldwin,Democrat,Bernie Sanders,0.329,18.7,83.0,89.1,51.2,50221,114.6
4,Alabama,AL,Barbour,Democrat,Hillary Clinton,0.906,16.5,46.6,73.7,46.6,32911,31.0
5,Alabama,AL,Barbour,Democrat,Bernie Sanders,0.078,16.5,46.6,73.7,46.6,32911,31.0
6,Alabama,AL,Bibb,Democrat,Hillary Clinton,0.755,14.8,74.5,77.5,45.9,36447,36.8
7,Alabama,AL,Bibb,Democrat,Bernie Sanders,0.197,14.8,74.5,77.5,45.9,36447,36.8
8,Alabama,AL,Blount,Democrat,Hillary Clinton,0.551,17.0,87.8,77.0,50.5,44145,88.9
9,Alabama,AL,Blount,Democrat,Bernie Sanders,0.386,17.0,87.8,77.0,50.5,44145,88.9
10,Alabama,AL,Bullock,Democrat,Hillary Clinton,0.913,14.9,22.1,67.8,45.3,32033,17.5
11,Alabama,AL,Bullock,Democrat,Bernie Sanders,0.066,14.9,22.1,67.8,45.3,32033,17.5
12,Alabama,AL,Butler,Democrat,Hillary Clinton,0.921,18.0,53.1,76.3,53.6,29918,27.0
13,Alabama,AL,Butler,Democrat,Bernie Sanders,0.065,18.0,53.1,76.3,53.6,29918,27.0
14,Alabama,AL,Calhoun,Democrat,Hillary Clinton,0.765,16.0,72.9,78.6,51.8,39962,195.7
15,Alabama,AL,Calhoun,Democrat,Bernie Sanders,0.218,16.0,72.9,78.6,51.8,39962,195.7
16,Alabama,AL,Chambers,Democrat,Hillary Clinton,0.8859999999999999,18.3,56.8,75.1,52.3,32402,57.4
17,Alabama,AL,Chambers,Democrat,Bernie Sanders,0.095,18.3,56.8,75.1,52.3,32402,57.4
18,Alabama,AL,Cherokee,Democrat,Hillary Clinton,0.6609999999999999,20.9,91.6,78.3,50.2,34907,46.9
19,Alabama,AL,Cherokee,Democrat,Bernie Sanders,0.249,20.9,91.6,78.3,50.2,34907,46.9
20,Alabama,AL,Chilton,Democrat,Hillary Clinton,0.731,15.2,80.3,76.0,50.8,41250,63.0
21,Alabama,AL,Chilton,Democrat,Bernie Sanders,0.246,15.2,80.3,76.0,50.8,41250,63.0
22,Alabama,AL,Choctaw,Democrat,Hillary Clinton,0.802,20.8,56.1,75.2,52.5,33941,15.2
23,Alabama,AL,Choctaw,Democrat,Bernie Sanders,0.124,20.8,56.1,75.2,52.5,33941,15.2
24,Alabama,AL,Clarke,Democrat,Hillary Clinton,0.93,18.0,53.1,78.3,52.8,29357,20.9
25,Alabama,AL,Clarke,Democrat,Bernie Sanders,0.063,18.0,53.1,78.3,52.8,29357,20.9
26,Alabama,AL,Clay,Democrat,Hillary Clinton,0.818,19.4,79.7,76.5,50.6,34002,23.1
27,Alabama,AL,Clay,Democrat,Bernie Sanders,0.13699999999999998,19.4,79.7,76.5,50.6,34002,23.1
28,Alabama,AL,Cleburne,Democrat,Hillary Clinton,0.732,18.4,92.3,76.0,50.4,38019,26.7
29,Alabama,AL,Cleburne,Democrat,Bernie Sanders,0.238,18.4,92.3,76.0,50.4,38019,26.7
30,Alabama,AL,Coffee,Democrat,Hillary Clinton,0.772,15.9,71.3,82.4,50.5,43768,73.6
31,Alabama,AL,Coffee,Democrat,Bernie Sanders,0.201,15.9,71.3,82.4,50.5,43768,73.6
32,Alabama,AL,Colbert,Democrat,Hillary Clinton,0.65,18.5,78.8,83.5,51.8,39077,91.8
33,Alabama,AL,Colbert,Democrat,Bernie Sanders,0.225,18.5,78.8,83.5,51.8,39077,91.8
34,Alabama,AL,Conecuh,Democrat,Hillary Clinton,0.7140000000000001,20.4,51.1,77.3,51.9,24658,15.6
35,Alabama,AL,Conecuh,Democrat,Bernie Sanders,0.191,20.4,51.1,77.3,51.9,24658,15.6
36,Alabama,AL,Coosa,Democrat,Hillary Clinton,0.877,18.5,64.8,75.0,49.5,37277,17.7
37,Alabama,AL,Coosa,Democrat,Bernie Sanders,0.108,18.5,64.8,75.0,49.5,37277,17.7
38,Alabama,AL,Covington,Democrat,Hillary Clinton,0.773,19.8,83.1,78.4,51.6,35869,36.6
39,Alabama,AL,Covington,Democrat,Bernie Sanders,0.197,19.8,83.1,78.4,51.6,35869,36.6
40,Alabama,AL,Crenshaw,Democrat,Hillary Clinton,0.878,18.0,70.6,76.7,51.1,36275,22.8
41,Alabama,AL,Crenshaw,Democrat,Bernie Sanders,0.103,18.0,70.6,76.7,51.1,36275,22.8
42,Alabama,AL,Cullman,Democrat,Hillary Clinton,0.608,17.6,92.1,79.8,50.5,38847,109.4
43,Alabama,AL,Cullman,Democrat,Bernie Sanders,0.345,17.6,92.1,79.8,50.5,38847,109.4
44,Alabama,AL,Dale,Democrat,Hillary Clinton,0.77,15.4,70.2,84.1,50.5,44889,89.6
45,Alabama,AL,Dale,Democrat,Bernie Sanders,0.207,15.4,70.2,84.1,50.5,44889,89.6
46,Alabama,AL,Dallas,Democrat,Hillary Clinton,0.7440000000000001,15.6,28.5,77.5,53.7,26519,44.8
47,Alabama,AL,Dallas,Democrat,Bernie Sanders,0.154,15.6,28.5,77.5,53.7,26519,44.8
48,Alabama,AL,Elmore,Democrat,Hillary Clinton,0.8009999999999999,14.0,73.7,86.6,51.5,54766,128.2
49,Alabama,AL,Elmore,Democrat,Bernie Sanders,0.184,14.0,73.7,86.6,51.5,54766,128.2
50,Alabama,AL,Escambia,Democrat,Hillary Clinton,0.885,16.7,60.6,76.2,48.8,30687,40.5
51,Alabama,AL,Escambia,Democrat,Bernie Sanders,0.099,16.7,60.6,76.2,48.8,30687,40.5
52,Alabama,AL,Etowah,Democrat,Hillary Clinton,0.746,17.3,78.4,81.8,51.6,38013,195.2
53,Alabama,AL,Etowah,Democrat,Bernie Sanders,0.226,17.3,78.4,81.8,51.6,38013,195.2
54,Alabama,AL,Fayette,Democrat,Hillary Clinton,0.767,19.6,85.0,74.9,50.5,33838,27.5
55,Alabama,AL,Fayette,Democrat,Bernie Sanders,0.172,19.6,85.0,74.9,50.5,33838,27.5
56,Alabama,AL,Franklin,Democrat,Hillary Clinton,0.484,15.9,78.0,72.5,50.3,36415,50.0
57,Alabama,AL,Franklin,Democrat,Bernie Sanders,0.301,15.9,78.0,72.5,50.3,36415,50.0
58,Alabama,AL,Geneva,Democrat,Hillary Clinton,0.7490000000000001,19.2,84.1,77.2,50.8,35625,46.6
59,Alabama,AL,Geneva,Democrat,Bernie Sanders,0.21600000000000005,19.2,84.1,77.2,50.8,35625,46.6
60,Alabama,AL,Greene,Democrat,Hillary Clinton,0.901,17.9,17.9,76.2,52.5,24226,14.0
61,Alabama,AL,Greene,Democrat,Bernie Sanders,0.071,17.9,17.9,76.2,52.5,24226,14.0
62,Alabama,AL,Hale,Democrat,Hillary Clinton,0.7959999999999999,17.3,40.0,77.4,52.8,30051,24.5
63,Alabama,AL,Hale,Democrat,Bernie Sanders,0.14,17.3,40.0,77.4,52.8,30051,24.5
64,Alabama,AL,Henry,Democrat,Hillary Clinton,0.856,20.8,68.4,80.1,51.8,41650,30.8
65,Alabama,AL,Henry,Democrat,Bernie Sanders,0.119,20.8,68.4,80.1,51.8,41650,30.8
66,Alabama,AL,Houston,Democrat,Hillary Clinton,0.7829999999999999,16.1,67.3,83.9,52.1,40948,175.1
67,Alabama,AL,Houston,Democrat,Bernie Sanders,0.201,16.1,67.3,83.9,52.1,40948,175.1
68,Alabama,AL,Jackson,Democrat,Hillary Clinton,0.7,18.6,89.4,74.6,50.7,37634,49.4
69,Alabama,AL,Jackson,Democrat,Bernie Sanders,0.269,18.6,89.4,74.6,50.7,37634,49.4
70,Alabama,AL,Jefferson,Democrat,Hillary Clinton,0.816,14.3,50.8,87.4,52.8,45429,592.5
71,Alabama,AL,Jefferson,Democrat,Bernie Sanders,0.174,14.3,50.8,87.4,52.8,45429,592.5
72,Alabama,AL,Lamar,Democrat,Hillary Clinton,0.616,20.5,85.8,76.1,51.2,36028,24.1
73,Alabama,AL,Lamar,Democrat,Bernie Sanders,0.241,20.5,85.8,76.1,51.2,36028,24.1
74,Alabama,AL,Lauderdale,Democrat,Hillary Clinton,0.652,18.2,84.7,83.8,52.1,42844,138.8
75,Alabama,AL,Lauderdale,Democrat,Bernie Sanders,0.309,18.2,84.7,83.8,52.1,42844,138.8
76,Alabama,AL,Lawrence,Democrat,Hillary Clinton,0.777,16.8,76.4,77.1,51.3,38551,49.7
77,Alabama,AL,Lawrence,Democrat,Bernie Sanders,0.162,16.8,76.4,77.1,51.3,38551,49.7
78,Alabama,AL,Lee,Democrat,Hillary Clinton,0.736,10.3,67.7,86.7,50.7,43542,230.8
79,Alabama,AL,Lee,Democrat,Bernie Sanders,0.254,10.3,67.7,86.7,50.7,43542,230.8
80,Alabama,AL,Limestone,Democrat,Hillary Clinton,0.728,13.8,77.2,81.5,49.7,48619,147.8
81,Alabama,AL,Limestone,Democrat,Bernie Sanders,0.255,13.8,77.2,81.5,49.7,48619,147.8
82,Alabama,AL,Lowndes,Democrat,Hillary Clinton,0.887,17.4,25.3,73.9,52.3,26230,15.8
83,Alabama,AL,Lowndes,Democrat,Bernie Sanders,0.077,17.4,25.3,73.9,52.3,26230,15.8
84,Alabama,AL,Macon,Democrat,Hillary Clinton,0.892,16.8,16.2,80.0,54.2,30724,35.2
85,Alabama,AL,Macon,Democrat,Bernie Sanders,0.1,16.8,16.2,80.0,54.2,30724,35.2
86,Alabama,AL,Madison,Democrat,Hillary Clinton,0.6859999999999999,13.7,65.5,90.0,51.2,58434,417.7
87,Alabama,AL,Madison,Democrat,Bernie Sanders,0.301,13.7,65.5,90.0,51.2,58434,417.7
88,Alabama,AL,Marengo,Democrat,Hillary Clinton,0.6579999999999999,18.6,45.6,83.7,53.2,35079,21.5
89,Alabama,AL,Marengo,Democrat,Bernie Sanders,0.2,18.6,45.6,83.7,53.2,35079,21.5
90,Alabama,AL,Marion,Democrat,Hillary Clinton,0.655,20.1,91.7,74.6,50.4,32888,41.5
91,Alabama,AL,Marion,Democrat,Bernie Sanders,0.29600000000000004,20.1,91.7,74.6,50.4,32888,41.5
92,Alabama,AL,Marshall,Democrat,Hillary Clinton,0.621,16.3,82.3,76.2,50.9,39526,164.4
93,Alabama,AL,Marshall,Democrat,Bernie Sanders,0.341,16.3,82.3,76.2,50.9,39526,164.4
94,Alabama,AL,Mobile,Democrat,Hillary Clinton,0.8270000000000001,14.5,57.8,83.9,52.2,43028,335.9
95,Alabama,AL,Mobile,Democrat,Bernie Sanders,0.162,14.5,57.8,83.9,52.2,43028,335.9
96,Alabama,AL,Monroe,Democrat,Hillary Clinton,0.909,17.9,54.7,76.1,52.6,29203,22.5
97,Alabama,AL,Monroe,Democrat,Bernie Sanders,0.076,17.9,54.7,76.1,52.6,29203,22.5
98,Alabama,AL,Montgomery,Democrat,Hillary Clinton,0.862,13.3,36.3,85.6,52.6,44790,292.5
99,Alabama,AL,Montgomery,Democrat,Bernie Sanders,0.128,13.3,36.3,85.6,52.6,44790,292.5
100,Alabama,AL,Morgan,Democrat,Hillary Clinton,0.731,15.9,76.6,81.4,50.8,44800,206.3
101,Alabama,AL,Morgan,Democrat,Bernie Sanders,0.252,15.9,76.6,81.4,50.8,44800,206.3
102,Alabama,AL,Perry,Democrat,Hillary Clinton,0.82,17.9,30.3,70.2,53.4,28209,14.7
103,Alabama,AL,Perry,Democrat,Bernie Sanders,0.124,17.9,30.3,70.2,53.4,28209,14.7
104,Alabama,AL,Pickens,Democrat,Hillary Clinton,0.762,17.8,54.7,79.7,50.6,28741,22.4
105,Alabama,AL,Pickens,Democrat,Bernie Sanders,0.14800000000000002,17.8,54.7,79.7,50.6,28741,22.4
106,Alabama,AL,Pike,Democrat,Hillary Clinton,0.8370000000000001,14.1,57.1,81.0,51.9,33090,48.9
107,Alabama,AL,Pike,Democrat,Bernie Sanders,0.145,14.1,57.1,81.0,51.9,33090,48.9
108,Alabama,AL,Randolph,Democrat,Hillary Clinton,0.706,19.6,75.0,72.6,51.4,35213,39.5
109,Alabama,AL,Randolph,Democrat,Bernie Sanders,0.187,19.6,75.0,72.6,51.4,35213,39.5
110,Alabama,AL,Russell,Democrat,Hillary Clinton,0.728,12.5,49.5,80.4,51.3,36143,82.6
111,Alabama,AL,Russell,Democrat,Bernie Sanders,0.16399999999999998,12.5,49.5,80.4,51.3,36143,82.6
112,Alabama,AL,Shelby,Democrat,Hillary Clinton,0.628,13.0,78.5,91.2,51.2,68770,248.5
113,Alabama,AL,Shelby,Democrat,Bernie Sanders,0.354,13.0,78.5,91.2,51.2,68770,248.5
114,Alabama,AL,Sumter,Democrat,Hillary Clinton,0.809,16.3,24.8,75.5,55.0,22186,15.2
115,Alabama,AL,Sumter,Democrat,Bernie Sanders,0.113,16.3,24.8,75.5,55.0,22186,15.2
116,Alabama,AL,Talladega,Democrat,Hillary Clinton,0.865,16.1,63.4,78.9,51.4,35439,111.7
117,Alabama,AL,Talladega,Democrat,Bernie Sanders,0.122,16.1,63.4,78.9,51.4,35439,111.7
118,Alabama,AL,Tallapoosa,Democrat,Hillary Clinton,0.88,19.6,68.9,79.2,51.4,39130,58.1
119,Alabama,AL,Tallapoosa,Democrat,Bernie Sanders,0.102,19.6,68.9,79.2,51.4,39130,58.1
120,Alabama,AL,Tuscaloosa,Democrat,Hillary Clinton,0.767,11.7,63.2,86.6,51.7,45408,147.3
121,Alabama,AL,Tuscaloosa,Democrat,Bernie Sanders,0.218,11.7,63.2,86.6,51.7,45408,147.3
122,Alabama,AL,Walker,Democrat,Hillary Clinton,0.6709999999999999,18.2,89.4,76.4,51.4,37566,84.7
123,Alabama,AL,Walker,Democrat,Bernie Sanders,0.275,18.2,89.4,76.4,51.4,37566,84.7
124,Alabama,AL,Washington,Democrat,Hillary Clinton,0.575,17.0,65.1,80.5,51.2,42156,16.3
125,Alabama,AL,Washington,Democrat,Bernie Sanders,0.214,17.0,65.1,80.5,51.2,42156,16.3
126,Alabama,AL,Wilcox,Democrat,Hillary Clinton,0.843,17.7,27.6,76.1,52.4,23642,13.1
127,Alabama,AL,Wilcox,Democrat,Bernie Sanders,0.104,17.7,27.6,76.1,52.4,23642,13.1
128,Alabama,AL,Winston,Democrat,Hillary Clinton,0.667,20.0,94.0,72.7,50.9,32900,39.9
129,Alabama,AL,Winston,Democrat,Bernie Sanders,0.304,20.0,94.0,72.7,50.9,32900,39.9
130,Alabama,AL,Autauga,Republican,Donald Trump,0.445,13.8,75.6,85.6,51.4,53682,91.8
131,Alabama,AL,Autauga,Republican,Ted Cruz,0.205,13.8,75.6,85.6,51.4,53682,91.8
132,Alabama,AL,Autauga,Republican,Marco Rubio,0.14800000000000002,13.8,75.6,85.6,51.4,53682,91.8
133,Alabama,AL,Autauga,Republican,Ben Carson,0.146,13.8,75.6,85.6,51.4,53682,91.8
134,Alabama,AL,Autauga,Republican,John Kasich,0.035,13.8,75.6,85.6,51.4,53682,91.8
135,Alabama,AL,Baldwin,Republican,Donald Trump,0.469,18.7,83.0,89.1,51.2,50221,114.6
136,Alabama,AL,Baldwin,Republican,Marco Rubio,0.193,18.7,83.0,89.1,51.2,50221,114.6
137,Alabama,AL,Baldwin,Republican,Ted Cruz,0.17,18.7,83.0,89.1,51.2,50221,114.6
138,Alabama,AL,Baldwin,Republican,Ben Carson,0.084,18.7,83.0,89.1,51.2,50221,114.6
139,Alabama,AL,Baldwin,Republican,John Kasich,0.059,18.7,83.0,89.1,51.2,50221,114.6
140,Alabama,AL,Barbour,Republican,Donald Trump,0.501,16.5,46.6,73.7,46.6,32911,31.0
141,Alabama,AL,Barbour,Republican,Ted Cruz,0.179,16.5,46.6,73.7,46.6,32911,31.0
142,Alabama,AL,Barbour,Republican,Marco Rubio,0.146,16.5,46.6,73.7,46.6,32911,31.0
143,Alabama,AL,Barbour,Republican,Ben Carson,0.122,16.5,46.6,73.7,46.6,32911,31.0
144,Alabama,AL,Barbour,Republican,John Kasich,0.036000000000000004,16.5,46.6,73.7,46.6,32911,31.0
145,Alabama,AL,Bibb,Republican,Donald Trump,0.494,14.8,74.5,77.5,45.9,36447,36.8
146,Alabama,AL,Bibb,Republican,Ted Cruz,0.255,14.8,74.5,77.5,45.9,36447,36.8
147,Alabama,AL,Bibb,Republican,Marco Rubio,0.112,14.8,74.5,77.5,45.9,36447,36.8
148,Alabama,AL,Bibb,Republican,Ben Carson,0.099,14.8,74.5,77.5,45.9,36447,36.8
149,Alabama,AL,Bibb,Republican,John Kasich,0.021,14.8,74.5,77.5,45.9,36447,36.8
150,Alabama,AL,Blount,Republican,Donald Trump,0.487,17.0,87.8,77.0,50.5,44145,88.9
151,Alabama,AL,Blount,Republican,Ted Cruz,0.244,17.0,87.8,77.0,50.5,44145,88.9
152,Alabama,AL,Blount,Republican,Marco Rubio,0.122,17.0,87.8,77.0,50.5,44145,88.9
153,Alabama,AL,Blount,Republican,Ben Carson,0.1,17.0,87.8,77.0,50.5,44145,88.9
154,Alabama,AL,Blount,Republican,John Kasich,0.022,17.0,87.8,77.0,50.5,44145,88.9
155,Alabama,AL,Bullock,Republican,Donald Trump,0.565,14.9,22.1,67.8,45.3,32033,17.5
156,Alabama,AL,Bullock,Republican,Ted Cruz,0.17,14.9,22.1,67.8,45.3,32033,17.5
157,Alabama,AL,Bullock,Republican,Marco Rubio,0.116,14.9,22.1,67.8,45.3,32033,17.5
158,Alabama,AL,Bullock,Republican,Ben Carson,0.085,14.9,22.1,67.8,45.3,32033,17.5
159,Alabama,AL,Bullock,Republican,John Kasich,0.042,14.9,22.1,67.8,45.3,32033,17.5
160,Alabama,AL,Butler,Republican,Donald Trump,0.5379999999999999,18.0,53.1,76.3,53.6,29918,27.0
161,Alabama,AL,Butler,Republican,Ted Cruz,0.16699999999999998,18.0,53.1,76.3,53.6,29918,27.0
162,Alabama,AL,Butler,Republican,Marco Rubio,0.133,18.0,53.1,76.3,53.6,29918,27.0
163,Alabama,AL,Butler,Republican,Ben Carson,0.118,18.0,53.1,76.3,53.6,29918,27.0
164,Alabama,AL,Butler,Republican,John Kasich,0.027000000000000003,18.0,53.1,76.3,53.6,29918,27.0
165,Alabama,AL,Calhoun,Republican,Donald Trump,0.451,16.0,72.9,78.6,51.8,39962,195.7
166,Alabama,AL,Calhoun,Republican,Ted Cruz,0.194,16.0,72.9,78.6,51.8,39962,195.7
167,Alabama,AL,Calhoun,Republican,Marco Rubio,0.163,16.0,72.9,78.6,51.8,39962,195.7
168,Alabama,AL,Calhoun,Republican,Ben Carson,0.118,16.0,72.9,78.6,51.8,39962,195.7
169,Alabama,AL,Calhoun,Republican,John Kasich,0.048,16.0,72.9,78.6,51.8,39962,195.7
170,Alabama,AL,Chambers,Republican,Donald Trump,0.476,18.3,56.8,75.1,52.3,32402,57.4
171,Alabama,AL,Chambers,Republican,Ted Cruz,0.2,18.3,56.8,75.1,52.3,32402,57.4
172,Alabama,AL,Chambers,Republican,Ben Carson,0.131,18.3,56.8,75.1,52.3,32402,57.4
173,Alabama,AL,Chambers,Republican,Marco Rubio,0.131,18.3,56.8,75.1,52.3,32402,57.4
174,Alabama,AL,Chambers,Republican,John Kasich,0.037000000000000005,18.3,56.8,75.1,52.3,32402,57.4
175,Alabama,AL,Cherokee,Republican,Donald Trump,0.521,20.9,91.6,78.3,50.2,34907,46.9
176,Alabama,AL,Cherokee,Republican,Ted Cruz,0.173,20.9,91.6,78.3,50.2,34907,46.9
177,Alabama,AL,Cherokee,Republican,Marco Rubio,0.152,20.9,91.6,78.3,50.2,34907,46.9
178,Alabama,AL,Cherokee,Republican,Ben Carson,0.1,20.9,91.6,78.3,50.2,34907,46.9
179,Alabama,AL,Cherokee,Republican,John Kasich,0.028,20.9,91.6,78.3,50.2,34907,46.9
180,Alabama,AL,Chilton,Republican,Donald Trump,0.493,15.2,80.3,76.0,50.8,41250,63.0
181,Alabama,AL,Chilton,Republican,Ted Cruz,0.218,15.2,80.3,76.0,50.8,41250,63.0
182,Alabama,AL,Chilton,Republican,Marco Rubio,0.134,15.2,80.3,76.0,50.8,41250,63.0
183,Alabama,AL,Chilton,Republican,Ben Carson,0.108,15.2,80.3,76.0,50.8,41250,63.0
184,Alabama,AL,Chilton,Republican,John Kasich,0.02,15.2,80.3,76.0,50.8,41250,63.0
185,Alabama,AL,Choctaw,Republican,Donald Trump,0.499,20.8,56.1,75.2,52.5,33941,15.2
186,Alabama,AL,Choctaw,Republican,Ted Cruz,0.21,20.8,56.1,75.2,52.5,33941,15.2
187,Alabama,AL,Choctaw,Republican,Marco Rubio,0.147,20.8,56.1,75.2,52.5,33941,15.2
188,Alabama,AL,Choctaw,Republican,Ben Carson,0.079,20.8,56.1,75.2,52.5,33941,15.2
189,Alabama,AL,Choctaw,Republican,John Kasich,0.032,20.8,56.1,75.2,52.5,33941,15.2
190,Alabama,AL,Clarke,Republican,Donald Trump,0.502,18.0,53.1,78.3,52.8,29357,20.9
191,Alabama,AL,Clarke,Republican,Ted Cruz,0.193,18.0,53.1,78.3,52.8,29357,20.9
192,Alabama,AL,Clarke,Republican,Marco Rubio,0.175,18.0,53.1,78.3,52.8,29357,20.9
193,Alabama,AL,Clarke,Republican,Ben Carson,0.08900000000000001,18.0,53.1,78.3,52.8,29357,20.9
194,Alabama,AL,Clarke,Republican,John Kasich,0.027000000000000003,18.0,53.1,78.3,52.8,29357,20.9
195,Alabama,AL,Clay,Republican,Donald Trump,0.476,19.4,79.7,76.5,50.6,34002,23.1
196,Alabama,AL,Clay,Republican,Ted Cruz,0.207,19.4,79.7,76.5,50.6,34002,23.1
197,Alabama,AL,Clay,Republican,Marco Rubio,0.125,19.4,79.7,76.5,50.6,34002,23.1
198,Alabama,AL,Clay,Republican,Ben Carson,0.122,19.4,79.7,76.5,50.6,34002,23.1
199,Alabama,AL,Clay,Republican,John Kasich,0.031,19.4,79.7,76.5,50.6,34002,23.1
200,Alabama,AL,Cleburne,Republican,Donald Trump,0.483,18.4,92.3,76.0,50.4,38019,26.7
201,Alabama,AL,Cleburne,Republican,Ted Cruz,0.211,18.4,92.3,76.0,50.4,38019,26.7
202,Alabama,AL,Cleburne,Republican,Marco Rubio,0.136,18.4,92.3,76.0,50.4,38019,26.7
203,Alabama,AL,Cleburne,Republican,Ben Carson,0.1,18.4,92.3,76.0,50.4,38019,26.7
204,Alabama,AL,Cleburne,Republican,John Kasich,0.024,18.4,92.3,76.0,50.4,38019,26.7
205,Alabama,AL,Coffee,Republican,Donald Trump,0.414,15.9,71.3,82.4,50.5,43768,73.6
206,Alabama,AL,Coffee,Republican,Ted Cruz,0.233,15.9,71.3,82.4,50.5,43768,73.6
207,Alabama,AL,Coffee,Republican,Marco Rubio,0.155,15.9,71.3,82.4,50.5,43768,73.6
208,Alabama,AL,Coffee,Republican,Ben Carson,0.132,15.9,71.3,82.4,50.5,43768,73.6
209,Alabama,AL,Coffee,Republican,John Kasich,0.036000000000000004,15.9,71.3,82.4,50.5,43768,73.6
210,Alabama,AL,Colbert,Republican,Donald Trump,0.474,18.5,78.8,83.5,51.8,39077,91.8
211,Alabama,AL,Colbert,Republican,Ted Cruz,0.197,18.5,78.8,83.5,51.8,39077,91.8
212,Alabama,AL,Colbert,Republican,Marco Rubio,0.177,18.5,78.8,83.5,51.8,39077,91.8
213,Alabama,AL,Colbert,Republican,Ben Carson,0.109,18.5,78.8,83.5,51.8,39077,91.8
214,Alabama,AL,Colbert,Republican,John Kasich,0.031,18.5,78.8,83.5,51.8,39077,91.8
215,Alabama,AL,Conecuh,Republican,Donald Trump,0.59,20.4,51.1,77.3,51.9,24658,15.6
216,Alabama,AL,Conecuh,Republican,Ted Cruz,0.16,20.4,51.1,77.3,51.9,24658,15.6
217,Alabama,AL,Conecuh,Republican,Marco Rubio,0.108,20.4,51.1,77.3,51.9,24658,15.6
218,Alabama,AL,Conecuh,Republican,Ben Carson,0.105,20.4,51.1,77.3,51.9,24658,15.6
219,Alabama,AL,Conecuh,Republican,John Kasich,0.013,20.4,51.1,77.3,51.9,24658,15.6
220,Alabama,AL,Coosa,Republican,Donald Trump,0.5529999999999999,18.5,64.8,75.0,49.5,37277,17.7
221,Alabama,AL,Coosa,Republican,Ted Cruz,0.195,18.5,64.8,75.0,49.5,37277,17.7
222,Alabama,AL,Coosa,Republican,Marco Rubio,0.108,18.5,64.8,75.0,49.5,37277,17.7
223,Alabama,AL,Coosa,Republican,Ben Carson,0.09,18.5,64.8,75.0,49.5,37277,17.7
224,Alabama,AL,Coosa,Republican,John Kasich,0.03,18.5,64.8,75.0,49.5,37277,17.7
225,Alabama,AL,Covington,Republican,Donald Trump,0.481,19.8,83.1,78.4,51.6,35869,36.6
226,Alabama,AL,Covington,Republican,Ted Cruz,0.185,19.8,83.1,78.4,51.6,35869,36.6
227,Alabama,AL,Covington,Republican,Marco Rubio,0.133,19.8,83.1,78.4,51.6,35869,36.6
228,Alabama,AL,Covington,Republican,Ben Carson,0.133,19.8,83.1,78.4,51.6,35869,36.6
229,Alabama,AL,Covington,Republican,John Kasich,0.034,19.8,83.1,78.4,51.6,35869,36.6
230,Alabama,AL,Crenshaw,Republican,Donald Trump,0.545,18.0,70.6,76.7,51.1,36275,22.8
231,Alabama,AL,Crenshaw,Republican,Ted Cruz,0.219,18.0,70.6,76.7,51.1,36275,22.8
232,Alabama,AL,Crenshaw,Republican,Ben Carson,0.104,18.0,70.6,76.7,51.1,36275,22.8
233,Alabama,AL,Crenshaw,Republican,Marco Rubio,0.091,18.0,70.6,76.7,51.1,36275,22.8
234,Alabama,AL,Crenshaw,Republican,John Kasich,0.026,18.0,70.6,76.7,51.1,36275,22.8
235,Alabama,AL,Cullman,Republican,Donald Trump,0.506,17.6,92.1,79.8,50.5,38847,109.4
236,Alabama,AL,Cullman,Republican,Ted Cruz,0.203,17.6,92.1,79.8,50.5,38847,109.4
237,Alabama,AL,Cullman,Republican,Marco Rubio,0.135,17.6,92.1,79.8,50.5,38847,109.4
238,Alabama,AL,Cullman,Republican,Ben Carson,0.11,17.6,92.1,79.8,50.5,38847,109.4
239,Alabama,AL,Cullman,Republican,John Kasich,0.027000000000000003,17.6,92.1,79.8,50.5,38847,109.4
240,Alabama,AL,Dale,Republican,Donald Trump,0.453,15.4,70.2,84.1,50.5,44889,89.6
241,Alabama,AL,Dale,Republican,Ted Cruz,0.219,15.4,70.2,84.1,50.5,44889,89.6
242,Alabama,AL,Dale,Republican,Marco Rubio,0.13,15.4,70.2,84.1,50.5,44889,89.6
243,Alabama,AL,Dale,Republican,Ben Carson,0.125,15.4,70.2,84.1,50.5,44889,89.6
244,Alabama,AL,Dale,Republican,John Kasich,0.036000000000000004,15.4,70.2,84.1,50.5,44889,89.6
245,Alabama,AL,Dallas,Republican,Donald Trump,0.597,15.6,28.5,77.5,53.7,26519,44.8
246,Alabama,AL,Dallas,Republican,Ted Cruz,0.207,15.6,28.5,77.5,53.7,26519,44.8
247,Alabama,AL,Dallas,Republican,Marco Rubio,0.087,15.6,28.5,77.5,53.7,26519,44.8
248,Alabama,AL,Dallas,Republican,Ben Carson,0.053,15.6,28.5,77.5,53.7,26519,44.8
249,Alabama,AL,Dallas,Republican,John Kasich,0.026,15.6,28.5,77.5,53.7,26519,44.8
250,Alabama,AL,Elmore,Republican,Donald Trump,0.478,14.0,73.7,86.6,51.5,54766,128.2
