,id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
75,75,Kentucky,KY,Campbell,Republican,Marco Rubio,0.147,13.8,92.4,88.5,50.9,54306,597.0
76,76,Kentucky,KY,Carlisle,Republican,Ted Cruz,0.617,19.9,94.0,82.9,51.2,39049,26.9
77,77,Kentucky,KY,Carlisle,Republican,Donald Trump,0.21899999999999997,19.9,94.0,82.9,51.2,39049,26.9
78,78,Kentucky,KY,Carlisle,Republican,Marco Rubio,0.134,19.9,94.0,82.9,51.2,39049,26.9
79,79,Kentucky,KY,Carlisle,Republican,John Kasich,0.03,19.9,94.0,82.9,51.2,39049,26.9
80,80,Kentucky,KY,Carroll,Republican,Ted Cruz,0.418,14.7,88.8,74.8,50.0,40160,84.1
81,81,Kentucky,KY,Carroll,Republican,Donald Trump,0.361,14.7,88.8,74.8,50.0,40160,84.1
82,82,Kentucky,KY,Carroll,Republican,John Kasich,0.115,14.7,88.8,74.8,50.0,40160,84.1
83,83,Kentucky,KY,Carroll,Republican,Marco Rubio,0.078,14.7,88.8,74.8,50.0,40160,84.1
84,84,Kentucky,KY,Carter,Republican,Donald Trump,0.39899999999999997,16.5,96.8,75.5,50.7,36406,67.7
85,85,Kentucky,KY,Carter,Republican,Ted Cruz,0.303,16.5,96.8,75.5,50.7,36406,67.7
86,86,Kentucky,KY,Carter,Republican,John Kasich,0.17,16.5,96.8,75.5,50.7,36406,67.7
87,87,Kentucky,KY,Carter,Republican,Marco Rubio,0.10800000000000001,16.5,96.8,75.5,50.7,36406,67.7
88,88,Kentucky,KY,Casey,Republican,Donald Trump,0.5329999999999999,18.8,95.1,69.7,51.3,29934,35.9
89,89,Kentucky,KY,Casey,Republican,Ted Cruz,0.263,18.8,95.1,69.7,51.3,29934,35.9
90,90,Kentucky,KY,Casey,Republican,John Kasich,0.098,18.8,95.1,69.7,51.3,29934,35.9
91,91,Kentucky,KY,Casey,Republican,Marco Rubio,0.091,18.8,95.1,69.7,51.3,29934,35.9
92,92,Kentucky,KY,Christian,Republican,Ted Cruz,0.382,11.1,66.8,85.2,47.3,38904,103.1
93,93,Kentucky,KY,Christian,Republican,Donald Trump,0.335,11.1,66.8,85.2,47.3,38904,103.1
94,94,Kentucky,KY,Christian,Republican,Marco Rubio,0.17,11.1,66.8,85.2,47.3,38904,103.1
